SNO,Indent No,Mat Code,Heat No,Wagon No,Bundle No
91,230672,4.71E+14,23F01059,ER55020120351   ,47B0000443390
92,230672,4.71E+14,23F01059,ER55020120351   ,47B0000443395
93,230672,4.71E+14,23F01059,ER55020120351   ,47B0000443398
94,230672,4.71E+14,23F01057,ER55020120351   ,47B0000443343
95,230672,4.71E+14,23F01057,ER55020120351   ,47B0000443349
96,230672,4.71E+14,23F01057,ER55020120351   ,47B0000443351
97,230672,4.71E+14,23F01060,SECR94141593118 ,47B0000443495
98,230672,4.71E+14,23D00905,SECR94141593118 ,47B0000443492
99,230672,4.71E+14,23F01060,SECR94141593118 ,47B0000443496
100,230672,4.71E+14,23D00896,SECR94141593118 ,47B0000443420
101,230672,4.71E+14,23D00905,SECR94141593118 ,47B0000443479
102,230672,4.71E+14,23D00896,SECR94141593118 ,47B0000443413
103,230672,4.71E+14,23D00896,SECR94141593118 ,47B0000443414
104,230672,4.71E+14,23F01060,SECR94141593118 ,47B0000443445
105,230672,4.71E+14,23D00896,SECR94141593118 ,47B0000443418
106,230672,4.71E+14,23F01059,SECR94141593118 ,47B0000443403
107,230672,1.51E+14,2303292,SER55079960861  ,15M1000261226
108,230672,1.51E+14,2303292,SER55079960861  ,15M1000261223
109,230672,1.51E+14,,SER55079960861  ,15M1000261222
110,230672,1.51E+14,2303292,SER55079960861  ,15M1000261224
111,230672,1.51E+14,2302932,SER55079960861  ,15M1000261218
112,230672,1.51E+14,2303292,SER55079960861  ,15M1000261227
113,230672,1.51E+14,2303249,SER55079960861  ,15M1000261217
114,230672,1.51E+14,2302932,SER55079960861  ,15M1000261221
115,230672,1.51E+14,2302932,SER55079960861  ,15M1000261220
116,230672,1.51E+14,2303292,SER55079960861  ,15M1000261225
117,230672,1.51E+14,2302932,SER55079960861  ,15M1000261219
118,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443359
119,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443361
120,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443374
121,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443372
122,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443363
123,230672,4.71E+14,23D00896,SER94072310532  ,47B0000443435
124,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443375
125,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443381
126,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443377
127,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443365
128,230672,4.71E+14,23F01058,SER94072310532  ,47B0000443367
129,230672,1.51E+14,2303183,SER94071576359  ,15M2000229536
130,230672,1.51E+14,2301985,SER94071576359  ,15M2000229524
131,230672,1.51E+14,2302550,SER94071576359  ,15M2000229518
132,230672,1.51E+14,2303183,SER94071576359  ,15M2000229539
133,230672,1.51E+14,2301985,SER94071576359  ,15M2000229520
134,230672,1.51E+14,2301985,SER94071576359  ,15M2000229521
135,230672,1.51E+14,2302485,SER94071576359  ,15M2000229529
136,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443347
137,230672,4.71E+14,23F01059,ECR94101711071  ,47B0000443394
138,230672,4.71E+14,23F01058,ECR94101711071  ,47B0000443357
139,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443346
140,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443355
141,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443344
142,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443342
143,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443348
144,230672,4.71E+14,23F01057,ECR94101711071  ,47B0000443350
